
 ****** Running generation 0 ****** 

Population's average fitness: 21.84875 stdev: 3.60914
Best fitness: 34.00000 - size: (6, 26) - species 12 - id 125
Average adjusted fitness: 0.535
Mean genetic distance 3.156, standard deviation 0.234
Population of 799 members in 125 species:
   ID   age  size  fitness  adj fit  stag
   136   41    22     30.0    0.476    10
Total extinctions: 0
Generation time: 9.257 sec (9.489 average)
Saving checkpoint to neat-checkpoint-44

 ****** Running generation 45 ****** 

Population's average fitness: 22.51797 stdev: 3.74885
Best fitness: 35.00000 - size: (6, 18) - species 70 - id 27635

Species 106 with 23 members is stagnated: removing it

Species 104 with 25 members is stagnated: removing it

Species 51 with 23 members is stagnated: removing it

Species 130 with 24 members is stagnated: removing it

Species 34 with 25 members is stagnated: removing it

Species 39 with 24 members is stagnated: removing it
Average adjusted fitness: 0.431
Mean genetic distance 3.167, standard deviation 0.468
Population of 802 members in 27 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   45    31     27.0    0.425     7
    13   45    28     29.0    0.415    17
    19   45    31     30.0    0.456    12
    24   45    30     27.0    0.411    19
    28   45    27     28.0    0.381    16
    29   45    24     27.0    0.330     6
    31   45    31     29.0    0.444     2
    33   45    31     29.0    0.442     4
    35   45    35     34.0    0.547     2
    58   45    30     29.0    0.430    17
    59   45    30     32.0    0.421     8
    63   45    31     29.0    0.434    18
    70   45    32     35.0    0.498     0
    72   45    28     31.0    0.407     9
    73   45    31     30.0    0.466    11
    78   45    28     32.0    0.417    18
    82   45    31     29.0    0.442    14
    83   45    28     29.0    0.400    12
    86   45    27     28.0    0.381     8
    87   45    32     30.0    0.465     4
    88   45    27     28.0    0.377     8
   103   45    32     35.0    0.476     0
   108   45    28     31.0    0.431    19
   119   45    30     27.0    0.413    16
   133   44    31     30.0    0.464    10
   135   43    30     31.0    0.432     8
   136   42    28     32.0    0.428    11
Total extinctions: 0
Generation time: 9.213 sec (9.449 average)

 ****** Running generation 46 ****** 

Population's average fitness: 22.56484 stdev: 3.81183
Best fitness: 35.00000 - size: (6, 16) - species 59 - id 28482

Species 24 with 30 members is stagnated: removing it

Species 108 with 28 members is stagnated: removing it
Average adjusted fitness: 0.501
Mean genetic distance 3.154, standard deviation 0.478
Population of 801 members in 25 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   46    33     30.0    0.510     8
    13   46    31     30.0    0.507    18
    19   46    35     30.0    0.574    13
    28   46    29     29.0    0.465    17
    29   46    28     30.0    0.485     7
    31   46    33     32.0    0.494     3
    33   46    33     33.0    0.490     5
    35   46    37     32.0    0.557     3
    58   46    32     27.0    0.489    18
    59   46    32     35.0    0.501     9
    63   46    33     29.0    0.506    19
    70   46    34     31.0    0.507     1
    72   46    30     27.0    0.464    10
    73   46    33     29.0    0.520    12
    78   46    30     34.0    0.460    19
    82   46    34     30.0    0.539    15
    83   46    30     28.0    0.450    13
    86   46    31     33.0    0.516     0
    87   46    34     32.0    0.517     5
    88   46    30     32.0    0.496     9
   103   46    34     32.0    0.535     1
   119   46    30     27.0    0.460    17
   133   45    31     29.0    0.474    11
   135   44    33     29.0    0.523     9
   136   43    31     30.0    0.496    12
Total extinctions: 0
Generation time: 9.055 sec (9.405 average)

 ****** Running generation 47 ****** 

Population's average fitness: 22.46067 stdev: 3.91211
Best fitness: 34.00000 - size: (6, 13) - species 82 - id 28907

Species 63 with 33 members is stagnated: removing it

Species 78 with 30 members is stagnated: removing it
Average adjusted fitness: 0.556
Mean genetic distance 3.140, standard deviation 0.498
Population of 794 members in 23 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   47    35     31.0    0.570     9
    13   47    33     25.0    0.499    19
    19   47    35     30.0    0.533    14
    28   47    32     30.0    0.523    18
    29   47    33     29.0    0.566     8
    31   47    35     31.0    0.537     4
    33   47    36     32.0    0.585     6
    35   47    39     32.0    0.608     4
    58   47    34     28.0    0.530    19
    59   47    34     32.0    0.528    10
    70   47    34     30.0    0.543     2
    72   47    32     27.0    0.524    11
    73   47    35     32.0    0.572    13
    82   47    36     34.0    0.592    16
    83   47    34     32.0    0.562    14
    86   47    34     28.0    0.550     1
    87   47    38     33.0    0.640     6
    88   47    34     29.0    0.572    10
   103   47    34     31.0    0.542     2
   119   47    34     31.0    0.565    18
   133   46    34     30.0    0.553    12
   135   45    35     30.0    0.549    10
   136   44    34     28.0    0.553    13
Total extinctions: 0
Generation time: 9.011 sec (9.336 average)

 ****** Running generation 48 ****** 

Population's average fitness: 22.45718 stdev: 3.86110
Best fitness: 36.00000 - size: (6, 15) - species 87 - id 30018

Species 13 with 33 members is stagnated: removing it
Average adjusted fitness: 0.436
Mean genetic distance 3.138, standard deviation 0.512
Population of 804 members in 22 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   48    37     33.0    0.454    10
    19   48    33     28.0    0.352    15
    28   48    35     29.0    0.435    19
    29   48    35     30.0    0.431     9
    31   48    37     31.0    0.445     5
    33   48    36     33.0    0.406     7
    35   48    44     34.0    0.559     5
    58   48    39     31.0    0.409     0
    59   48    36     32.0    0.442    11
    70   48    39     33.0    0.504     3
    72   48    34     27.0    0.397    12
    73   48    37     29.0    0.424    14
    82   48    39     31.0    0.473    17
    83   48    34     31.0    0.402    15
    86   48    34     28.0    0.373     2
    87   48    42     36.0    0.535     7
    88   48    36     30.0    0.438    11
   103   48    36     30.0    0.435     3
   119   48    37     32.0    0.446    19
   133   47    33     34.0    0.408    13
   135   46    35     27.0    0.410    11
   136   45    36     28.0    0.420    14
Total extinctions: 0
Generation time: 8.887 sec (9.283 average)

 ****** Running generation 49 ****** 

Population's average fitness: 22.59328 stdev: 3.91578
Best fitness: 34.00000 - size: (6, 14) - species 133 - id 30732

Species 28 with 35 members is stagnated: removing it

Species 119 with 37 members is stagnated: removing it
Average adjusted fitness: 0.525
Mean genetic distance 3.140, standard deviation 0.535
Population of 807 members in 20 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   49    41     32.0    0.543    11
    19   49    38     29.0    0.505    16
    29   49    38     28.0    0.462    10
    31   49    41     33.0    0.543     6
    33   49    39     29.0    0.512     8
    35   49    47     33.0    0.596     6
    58   49    45     31.0    0.505     1
    59   49    40     33.0    0.530    12
    70   49    43     33.0    0.553     4
    72   49    37     28.0    0.456    13
    73   49    40     32.0    0.520    15
    82   49    43     32.0    0.574    18
    83   49    39     31.0    0.518    16
    86   49    39     32.0    0.525     3
    87   49    46     32.0    0.598     8
    88   49    39     32.0    0.497    12
   103   49    39     31.0    0.497     4
   133   48    34     34.0    0.547    14
   135   47    40     33.0    0.530    12
   136   46    39     31.0    0.485    15
Total extinctions: 0
Generation time: 8.957 sec (9.215 average)
Saving checkpoint to neat-checkpoint-49

 ****** Running generation 50 ****** 

Population's average fitness: 22.70756 stdev: 3.85470
Best fitness: 35.00000 - size: (6, 17) - species 87 - id 31344
Average adjusted fitness: 0.464
Mean genetic distance 3.140, standard deviation 0.531
Population of 805 members in 20 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   50    39     29.0    0.433    12
    19   50    37     30.0    0.424    17
    29   50    37     29.0    0.424    11
    31   50    42     32.0    0.489     7
    33   50    41     31.0    0.492     9
    35   50    48     34.0    0.568     7
    58   50    47     30.0    0.444     2
    59   50    39     27.0    0.460    13
    70   50    42     32.0    0.483     5
    72   50    36     29.0    0.402    14
    73   50    41     34.0    0.467    16
    82   50    45     32.0    0.552    19
    83   50    38     28.0    0.421    17
    86   50    40     30.0    0.472     4
    87   50    45     35.0    0.504     9
    88   50    38     28.0    0.425    13
   103   50    40     31.0    0.464     5
   133   49    33     29.0    0.482    15
   135   48    37     31.0    0.397    13
   136   47    40     32.0    0.472    16
Total extinctions: 0
Generation time: 9.159 sec (9.201 average)

 ****** Running generation 51 ****** 

Population's average fitness: 22.60497 stdev: 4.00471
Best fitness: 38.00000 - size: (6, 12) - species 82 - id 32152
Average adjusted fitness: 0.428
Mean genetic distance 3.144, standard deviation 0.522
Population of 803 members in 20 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   51    40     30.0    0.419    13
    19   51    39     31.0    0.439    18
    29   51    38     28.0    0.408    12
    31   51    40     31.0    0.407     8
    33   51    39     30.0    0.407    10
    35   51    47     35.0    0.498     0
    58   51    33     29.0    0.443     3
    59   51    40     34.0    0.431    14
    70   51    43     32.0    0.455     6
    72   51    37     32.0    0.405    15
    73   51    38     31.0    0.371    17
    82   51    46     38.0    0.500     0
    83   51    37     27.0    0.384    18
    86   51    39     33.0    0.399     5
    87   51    46     32.0    0.500    10
    88   51    37     33.0    0.400    14
   103   51    39     27.0    0.415     6
   133   50    47     30.0    0.422    16
   135   49    40     34.0    0.463    14
   136   48    38     29.0    0.393    17
Total extinctions: 0
Generation time: 9.174 sec (9.172 average)

 ****** Running generation 52 ****** 

Population's average fitness: 22.70735 stdev: 3.89498
Best fitness: 35.00000 - size: (6, 12) - species 82 - id 33091
Average adjusted fitness: 0.507
Mean genetic distance 3.148, standard deviation 0.522
Population of 804 members in 20 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   52    42     31.0    0.545    14
    19   52    38     29.0    0.484    19
    29   52    39     30.0    0.501    13
    31   52    39     30.0    0.502     9
    33   52    40     28.0    0.508    11
    35   52    48     34.0    0.597     1
    58   52    28     28.0    0.525     4
    59   52    41     29.0    0.507    15
    70   52    44     34.0    0.546     7
    72   52    38     30.0    0.479    16
    73   52    40     29.0    0.522    18
    82   52    45     35.0    0.573     1
    83   52    39     30.0    0.514    19
    86   52    38     29.0    0.475     6
    87   52    44     32.0    0.521    11
    88   52    36     29.0    0.446    15
   103   52    38     31.0    0.476     7
   133   51    52     33.0    0.491    17
   135   50    38     30.0    0.459    15
   136   49    37     29.0    0.460    18
Total extinctions: 0
Generation time: 10.921 sec (9.321 average)

 ****** Running generation 53 ****** 

Population's average fitness: 22.57463 stdev: 3.93203
Best fitness: 35.00000 - size: (6, 16) - species 135 - id 33589

Species 83 with 39 members is stagnated: removing it
Average adjusted fitness: 0.461
Mean genetic distance 3.136, standard deviation 0.539
Population of 801 members in 19 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   53    45     32.0    0.508    15
    19   53    41     34.0    0.451     0
    29   53    39     28.0    0.411    14
    31   53    41     28.0    0.450    10
    33   53    43     32.0    0.488    12
    35   53    47     32.0    0.487     2
    58   53    33     30.0    0.474     5
    59   53    43     31.0    0.457    16
    70   53    43     31.0    0.449     8
    72   53    40     30.0    0.423    17
    73   53    43     30.0    0.488    19
    82   53    47     33.0    0.504     2
    86   53    41     34.0    0.452     0
    87   53    43     30.0    0.449    12
    88   53    42     34.0    0.508     0
   103   53    38     29.0    0.404     8
   133   52    51     29.0    0.442    18
   135   51    42     35.0    0.489    16
   136   50    39     31.0    0.431    19
Total extinctions: 0
Generation time: 11.833 sec (9.547 average)

 ****** Running generation 54 ****** 

Population's average fitness: 22.45318 stdev: 3.82588
Best fitness: 35.00000 - size: (6, 11) - species 133 - id 34020

Species 136 with 39 members is stagnated: removing it

Species 73 with 43 members is stagnated: removing it
Average adjusted fitness: 0.452
Mean genetic distance 3.126, standard deviation 0.565
Population of 797 members in 17 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   54    45     31.0    0.398    16
    19   54    45     30.0    0.433     1
    29   54    44     33.0    0.435    15
    31   54    48     33.0    0.486    11
    33   54    49     31.0    0.490    13
    35   54    51     32.0    0.458     3
    58   54    49     30.0    0.419     6
    59   54    46     33.0    0.435    17
    70   54    49     33.0    0.495     9
    72   54    44     30.0    0.422    18
    82   54    54     32.0    0.529     3
    86   54    45     31.0    0.426     1
    87   54    48     34.0    0.461    13
    88   54    47     29.0    0.462     1
   103   54    44     30.0    0.444     9
   133   53    42     35.0    0.424    19
   135   52    47     33.0    0.461    17
Total extinctions: 0
Generation time: 10.712 sec (9.692 average)
Saving checkpoint to neat-checkpoint-54

 ****** Running generation 55 ****** 

Population's average fitness: 22.93225 stdev: 3.81181
Best fitness: 36.00000 - size: (6, 12) - species 82 - id 35054

Species 133 with 42 members is stagnated: removing it
Average adjusted fitness: 0.432
Mean genetic distance 3.134, standard deviation 0.566
Population of 800 members in 16 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   55    47     30.0    0.411    17
    19   55    51     34.0    0.458     2
    29   55    46     34.0    0.395    16
    31   55    51     30.0    0.420    12
    33   55    50     29.0    0.422    14
    35   55    55     31.0    0.473     4
    58   55    47     29.0    0.370     7
    59   55    46     32.0    0.395    18
    70   55    53     31.0    0.453    10
    72   55    47     30.0    0.415    19
    82   55    58     36.0    0.504     4
    86   55    45     31.0    0.386     2
    87   55    55     33.0    0.507    14
    88   55    47     31.0    0.397     2
   103   55    50     30.0    0.446    10
   135   53    52     32.0    0.451    18
Total extinctions: 0
Generation time: 10.066 sec (9.777 average)

 ****** Running generation 56 ****** 

Population's average fitness: 23.04250 stdev: 3.89913
Best fitness: 39.00000 - size: (6, 8) - species 35 - id 35801
Average adjusted fitness: 0.407
Mean genetic distance 3.132, standard deviation 0.567
Population of 800 members in 16 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   56    48     32.0    0.388    18
    19   56    49     30.0    0.386     3
    29   56    45     28.0    0.369    17
    31   56    53     32.0    0.450    13
    33   56    51     33.0    0.419    15
    35   56    56     39.0    0.451     0
    58   56    46     31.0    0.381     8
    59   56    45     31.0    0.364    19
    70   56    50     32.0    0.387    11
    72   56    48     33.0    0.388     0
    82   56    57     35.0    0.455     5
    86   56    48     30.0    0.407     3
    87   56    56     32.0    0.462    15
    88   56    48     31.0    0.404     3
   103   56    49     31.0    0.393    11
   135   54    51     32.0    0.413    19
Total extinctions: 0
Generation time: 9.857 sec (9.858 average)

 ****** Running generation 57 ****** 

Population's average fitness: 23.17250 stdev: 3.94940
Best fitness: 36.00000 - size: (6, 12) - species 82 - id 36881

Species 59 with 45 members is stagnated: removing it

Species 135 with 51 members is stagnated: removing it
Average adjusted fitness: 0.522
Mean genetic distance 3.116, standard deviation 0.594
Population of 798 members in 14 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1   57    57     33.0    0.549    19
    19   57    56     30.0    0.519     4
    29   57    54     31.0    0.517    18
    31   57    59     34.0    0.531    14
    33   57    58     31.0    0.542    16
    35   57    63     36.0    0.565     1
    58   57    52     30.0    0.481     9
    70   57    58     30.0    0.547    12
    72   57    55     30.0    0.504     1
    82   57    62     36.0    0.537     6
    86   57    55     30.0    0.512     4
    87   57    61     35.0    0.519    16
    88   57    55     31.0    0.508     4
   103   57    53     29.0    0.470    12
Total extinctions: 0
Generation time: 9.799 sec (9.936 average)

 ****** Running generation 58 ****** 

Population's average fitness: 22.80075 stdev: 3.82992
Best fitness: 35.00000 - size: (6, 13) - species 19 - id 37089

Species 1 with 57 members is stagnated: removing it
Average adjusted fitness: 0.514
Mean genetic distance 3.096, standard deviation 0.613
Population of 797 members in 13 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   58    61     35.0    0.523     0
    29   58    58     31.0    0.487    19
    31   58    63     32.0    0.529    15
    33   58    63     33.0    0.532    17
    35   58    64     31.0    0.508     2
    58   58    58     31.0    0.505    10
    70   58    61     31.0    0.508    13
    72   58    59     28.0    0.497     2
    82   58    67     35.0    0.549     7
    86   58    59     32.0    0.500     5
    87   58    68     32.0    0.578    17
    88   58    58     33.0    0.471     5
   103   58    58     33.0    0.488    13
Total extinctions: 0
Generation time: 9.632 sec (10.011 average)

 ****** Running generation 59 ****** 

Population's average fitness: 22.86826 stdev: 3.89401
Best fitness: 34.00000 - size: (6, 15) - species 31 - id 38099

Species 29 with 58 members is stagnated: removing it
Average adjusted fitness: 0.498
Mean genetic distance 3.081, standard deviation 0.634
Population of 800 members in 12 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   59    65     31.0    0.482     1
    31   59    70     34.0    0.533    16
    33   59    70     32.0    0.525    18
    35   59    70     32.0    0.516     3
    58   59    61     30.0    0.453    11
    70   59    64     33.0    0.473    14
    72   59    63     31.0    0.471     3
    82   59    74     32.0    0.555     8
    86   59    68     32.0    0.535     6
    87   59    73     32.0    0.535    18
    88   59    61     31.0    0.447     6
   103   59    61     31.0    0.447    14
Total extinctions: 0
Generation time: 9.612 sec (10.076 average)
Saving checkpoint to neat-checkpoint-59

 ****** Running generation 60 ****** 

Population's average fitness: 23.00500 stdev: 3.92651
Best fitness: 35.00000 - size: (6, 15) - species 31 - id 39230
Average adjusted fitness: 0.518
Mean genetic distance 3.081, standard deviation 0.622
Population of 801 members in 12 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   60    68     33.0    0.551     2
    31   60    69     35.0    0.528    17
    33   60    71     33.0    0.554    19
    35   60    68     31.0    0.505     4
    58   60    60     34.0    0.454     0
    70   60    63     31.0    0.493    15
    72   60    64     34.0    0.491     0
    82   60    72     33.0    0.550     9
    86   60    67     31.0    0.520     7
    87   60    75     33.0    0.605    19
    88   60    62     33.0    0.479     7
   103   60    62     30.0    0.485    15
Total extinctions: 0
Generation time: 9.770 sec (10.138 average)

 ****** Running generation 61 ****** 

Population's average fitness: 23.06367 stdev: 3.98495
Best fitness: 35.00000 - size: (6, 14) - species 87 - id 39682

Species 87 with 75 members is stagnated: removing it
Average adjusted fitness: 0.497
Mean genetic distance 3.059, standard deviation 0.642
Population of 797 members in 11 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   61    72     32.0    0.482     3
    31   61    76     33.0    0.531    18
    33   61    76     35.0    0.506     0
    35   61    73     32.0    0.493     5
    58   61    67     33.0    0.466     1
    70   61    71     31.0    0.494    16
    72   61    69     31.0    0.465     1
    82   61    77     35.0    0.517    10
    86   61    76     32.0    0.533     8
    88   61    69     31.0    0.474     8
   103   61    71     30.0    0.504    16
Total extinctions: 0
Generation time: 9.615 sec (10.182 average)

 ****** Running generation 62 ****** 

Population's average fitness: 23.01506 stdev: 3.92525
Best fitness: 35.00000 - size: (6, 12) - species 19 - id 40488
Average adjusted fitness: 0.454
Mean genetic distance 3.055, standard deviation 0.640
Population of 798 members in 11 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   62    76     35.0    0.501     4
    31   62    77     32.0    0.491    19
    33   62    75     32.0    0.467     1
    35   62    75     34.0    0.477     6
    58   62    68     30.0    0.419     2
    70   62    72     31.0    0.454    17
    72   62    68     29.0    0.420     2
    82   62    75     35.0    0.462    11
    86   62    74     31.0    0.453     9
    88   62    68     31.0    0.422     9
   103   62    70     29.0    0.432    17
Total extinctions: 0
Generation time: 9.293 sec (10.019 average)

 ****** Running generation 63 ****** 

Population's average fitness: 23.03133 stdev: 4.04675
Best fitness: 36.00000 - size: (6, 17) - species 33 - id 41363

Species 31 with 77 members is stagnated: removing it
Average adjusted fitness: 0.478
Mean genetic distance 3.021, standard deviation 0.654
Population of 800 members in 10 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   63    85     33.0    0.515     5
    33   63    81     36.0    0.471     0
    35   63    84     35.0    0.509     7
    58   63    74     28.0    0.428     3
    70   63    79     32.0    0.466    18
    72   63    77     31.0    0.469     3
    82   63    88     36.0    0.558    12
    86   63    80     30.0    0.472    10
    88   63    75     29.0    0.444    10
   103   63    77     30.0    0.449    18
Total extinctions: 0
Generation time: 9.423 sec (9.778 average)

 ****** Running generation 64 ****** 

Population's average fitness: 23.07750 stdev: 3.97196
Best fitness: 34.00000 - size: (6, 13) - species 19 - id 42060
Average adjusted fitness: 0.524
Mean genetic distance 3.021, standard deviation 0.651
Population of 799 members in 10 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   64    84     34.0    0.544     6
    33   64    80     32.0    0.514     1
    35   64    83     33.0    0.550     8
    58   64    76     32.0    0.515     4
    70   64    80     33.0    0.518    19
    72   64    76     32.0    0.504     4
    82   64    86     33.0    0.550    13
    86   64    82     33.0    0.547    11
    88   64    76     32.0    0.499    11
   103   64    76     29.0    0.500    19
Total extinctions: 0
Generation time: 9.576 sec (9.664 average)
Saving checkpoint to neat-checkpoint-64

 ****** Running generation 65 ****** 

Population's average fitness: 23.08761 stdev: 3.86115
Best fitness: 36.00000 - size: (6, 9) - species 82 - id 42998

Species 70 with 80 members is stagnated: removing it

Species 103 with 76 members is stagnated: removing it
Average adjusted fitness: 0.442
Mean genetic distance 2.984, standard deviation 0.718
Population of 801 members in 8 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   65   108     35.0    0.489     7
    33   65   101     32.0    0.452     2
    35   65   107     31.0    0.486     9
    58   65    93     33.0    0.403     5
    72   65    93     35.0    0.410     0
    82   65   108     36.0    0.473    14
    86   65   100     31.0    0.432    12
    88   65    91     32.0    0.388    12
Total extinctions: 0
Generation time: 9.316 sec (9.589 average)

 ****** Running generation 66 ****** 

Population's average fitness: 23.02996 stdev: 4.02106
Best fitness: 38.00000 - size: (6, 14) - species 86 - id 43216
Average adjusted fitness: 0.423
Mean genetic distance 2.977, standard deviation 0.725
Population of 801 members in 8 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   66   107     35.0    0.446     8
    33   66   100     34.0    0.424     3
    35   66   109     36.0    0.466    10
    58   66    91     34.0    0.376     6
    72   66    95     29.0    0.410     1
    82   66   106     37.0    0.438    15
    86   66    99     38.0    0.415     0
    88   66    94     30.0    0.407    13
Total extinctions: 0
Generation time: 9.210 sec (9.525 average)

 ****** Running generation 67 ****** 

Population's average fitness: 23.17104 stdev: 3.92685
Best fitness: 35.00000 - size: (6, 15) - species 82 - id 44549
Average adjusted fitness: 0.506
Mean genetic distance 2.974, standard deviation 0.722
Population of 800 members in 8 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   67   108     34.0    0.546     9
    33   67    99     32.0    0.500     4
    35   67   107     33.0    0.528    11
    58   67    92     33.0    0.474     7
    72   67    96     30.0    0.494     2
    82   67   104     35.0    0.516    16
    86   67   102     32.0    0.527     1
    88   67    92     30.0    0.460    14
Total extinctions: 0
Generation time: 9.235 sec (9.468 average)

 ****** Running generation 68 ****** 

Population's average fitness: 23.12375 stdev: 3.88889
Best fitness: 35.00000 - size: (6, 9) - species 35 - id 45223
Average adjusted fitness: 0.524
Mean genetic distance 2.974, standard deviation 0.723
Population of 800 members in 8 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   68   106     32.0    0.543    10
    33   68   100     32.0    0.531     5
    35   68   106     35.0    0.556    12
    58   68    93     33.0    0.497     8
    72   68    95     31.0    0.495     3
    82   68   102     33.0    0.523    17
    86   68   103     34.0    0.535     2
    88   68    95     32.0    0.510    15
Total extinctions: 0
Generation time: 9.613 sec (9.466 average)

 ****** Running generation 69 ****** 

Population's average fitness: 22.99125 stdev: 3.78004
Best fitness: 35.00000 - size: (6, 12) - species 19 - id 45844
Average adjusted fitness: 0.477
Mean genetic distance 2.971, standard deviation 0.721
Population of 800 members in 8 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   69   105     35.0    0.500    11
    33   69   101     30.0    0.477     6
    35   69   104     34.0    0.491    13
    58   69    94     31.0    0.457     9
    72   69    92     31.0    0.426     4
    82   69   103     34.0    0.488    18
    86   69   104     30.0    0.504     3
    88   69    97     32.0    0.472    16
Total extinctions: 0
Generation time: 9.377 sec (9.443 average)
Saving checkpoint to neat-checkpoint-69

 ****** Running generation 70 ****** 

Population's average fitness: 22.86750 stdev: 3.76496
Best fitness: 36.00000 - size: (6, 12) - species 35 - id 46975
Average adjusted fitness: 0.474
Mean genetic distance 2.976, standard deviation 0.725
Population of 798 members in 8 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   70   104     32.0    0.490    12
    33   70   100     33.0    0.478     7
    35   70   103     36.0    0.489    14
    58   70    92     31.0    0.429    10
    72   70    94     29.0    0.450     5
    82   70   104     33.0    0.500    19
    86   70   105     33.0    0.507     4
    88   70    96     31.0    0.446    17
Total extinctions: 0
Generation time: 9.284 sec (9.394 average)

 ****** Running generation 71 ****** 

Population's average fitness: 23.15414 stdev: 3.84637
Best fitness: 34.00000 - size: (6, 15) - species 19 - id 47378

Species 82 with 104 members is stagnated: removing it
Average adjusted fitness: 0.523
Mean genetic distance 2.947, standard deviation 0.758
Population of 799 members in 7 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   71   122     34.0    0.571    13
    33   71   119     33.0    0.562     8
    35   71   118     33.0    0.538    15
    58   71   106     32.0    0.481    11
    72   71   108     33.0    0.497     6
    86   71   118     32.0    0.525     5
    88   71   108     30.0    0.487    18
Total extinctions: 0
Generation time: 9.353 sec (9.368 average)

 ****** Running generation 72 ****** 

Population's average fitness: 23.00626 stdev: 3.72338
Best fitness: 36.00000 - size: (6, 14) - species 86 - id 48131
Average adjusted fitness: 0.458
Mean genetic distance 2.945, standard deviation 0.751
Population of 799 members in 7 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   72   120     35.0    0.475    14
    33   72   120     31.0    0.478     9
    35   72   119     34.0    0.477    16
    58   72   107     33.0    0.436    12
    72   72   106     31.0    0.414     7
    86   72   117     36.0    0.472     6
    88   72   110     33.0    0.449    19
Total extinctions: 0
Generation time: 9.317 sec (9.370 average)

 ****** Running generation 73 ****** 

Population's average fitness: 22.95369 stdev: 3.95805
Best fitness: 38.00000 - size: (6, 6) - species 35 - id 49105

Species 88 with 110 members is stagnated: removing it
Average adjusted fitness: 0.442
Mean genetic distance 2.885, standard deviation 0.801
Population of 800 members in 6 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   73   142     34.0    0.474    15
    33   73   137     33.0    0.453    10
    35   73   146     38.0    0.504    17
    58   73   121     31.0    0.391    13
    72   73   119     31.0    0.384     8
    86   73   135     32.0    0.446     7
Total extinctions: 0
Generation time: 9.273 sec (9.355 average)

 ****** Running generation 74 ****** 

Population's average fitness: 23.18250 stdev: 3.98832
Best fitness: 38.00000 - size: (6, 11) - species 86 - id 49717
Average adjusted fitness: 0.406
Mean genetic distance 2.902, standard deviation 0.785
Population of 799 members in 6 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   74   141     34.0    0.426    16
    33   74   133     34.0    0.395    11
    35   74   144     34.0    0.432    18
    58   74   120     32.0    0.366    14
    72   74   122     30.0    0.383     9
    86   74   139     38.0    0.433     8
Total extinctions: 0
Generation time: 9.303 sec (9.328 average)
Saving checkpoint to neat-checkpoint-74

 ****** Running generation 75 ****** 

Population's average fitness: 23.14518 stdev: 3.97444
Best fitness: 37.00000 - size: (6, 18) - species 19 - id 50604
Average adjusted fitness: 0.466
Mean genetic distance 2.909, standard deviation 0.772
Population of 800 members in 6 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
    19   75   142     37.0    0.497     0
    33   75   135     34.0    0.478    12
    35   75   140     36.0    0.475    19
    58   75   122     31.0    0.434    15
